order_id;user_id;order_date;time;order_hour_of_day;product_name;quantity;price;category;product_id
1744;499;29/10/2024;22:21:36;22;Dishwashing Liquid;3;18.00;Household;HH003
1745;133;24/09/2024;11:19:55;11;Chips;1;10.00;Snacks;SN001
1745;133;24/09/2024;11:19:55;11;Soda;3;8.00;Beverages;BV003
1745;133;24/09/2024;11:19:55;11;Popcorn;1;12.00;Snacks;SN003
1745;133;24/09/2024;11:19:55;11;Biscuits;1;8.00;Snacks;SN004
1746;87;21/01/2024;10:01:24;10;Chips;1;10.00;Snacks;SN001
1746;87;21/01/2024;10:01:24;10;Soda;2;8.00;Beverages;BV003
1746;87;21/01/2024;10:01:24;10;Popcorn;3;12.00;Snacks;SN003
1746;87;21/01/2024;10:01:24;10;Chocolate;3;15.00;Snacks;SN002
1746;87;21/01/2024;10:01:24;10;Tissue;3;8.00;Household;HH004
1747;384;09/05/2024;08:00:43;8;Chips;3;10.00;Snacks;SN001
1747;384;09/05/2024;08:00:43;8;Soda;3;8.00;Beverages;BV003
1747;384;09/05/2024;08:00:43;8;Popcorn;3;12.00;Snacks;SN003
1747;384;09/05/2024;08:00:43;8;Chocolate;1;15.00;Snacks;SN002
1747;384;09/05/2024;08:00:43;8;Biscuits;3;8.00;Snacks;SN004
1747;384;09/05/2024;08:00:43;8;Rice;2;40.00;Grains & Staples;GS001
1748;388;22/09/2024;09:13:15;9;Chips;3;10.00;Snacks;SN001
1748;388;22/09/2024;09:13:15;9;Soda;2;8.00;Beverages;BV003
1748;388;22/09/2024;09:13:15;9;Popcorn;3;12.00;Snacks;SN003
1748;388;22/09/2024;09:13:15;9;Biscuits;1;8.00;Snacks;SN004
1749;495;06/04/2024;18:02:19;18;Coffee;3;25.00;Beverages;BV002
1749;495;06/04/2024;18:02:19;18;Sugar;1;12.00;Grains & Staples;GS004
1749;495;06/04/2024;18:02:19;18;Cookies;3;12.00;Bakery;BK003
1749;495;06/04/2024;18:02:19;18;Pastry;1;15.00;Bakery;BK004
1750;177;29/09/2024;14:18:35;14;Diapers;2;80.00;Baby Care;BC001
1750;177;29/09/2024;14:18:35;14;Baby Wipes;3;15.00;Baby Care;BC002
1750;177;29/09/2024;14:18:35;14;Baby Food;2;30.00;Baby Care;BC003
1751;179;09/07/2024;19:26:03;19;Rice;2;40.00;Grains & Staples;GS001
1751;179;09/07/2024;19:26:03;19;Cooking Oil;2;35.00;Grains & Staples;GS002
1751;179;09/07/2024;19:26:03;19;Tomato;3;8.00;Fruits & Vegetables;FV004
1752;106;24/09/2024;21:07:22;21;Bread;2;15.00;Bakery;BK001
1752;106;24/09/2024;21:07:22;21;Milk;2;20.00;Dairy & Eggs;DE001
1752;106;24/09/2024;21:07:22;21;Butter;1;25.00;Dairy & Eggs;DE002
1752;106;24/09/2024;21:07:22;21;Eggs;1;18.00;Dairy & Eggs;DE004
1752;106;24/09/2024;21:07:22;21;Yogurt;3;15.00;Dairy & Eggs;DE005
1753;477;09/12/2024;11:39:56;11;Soap;1;15.00;Personal Care;PC001
1753;477;09/12/2024;11:39:56;11;Shampoo;3;35.00;Personal Care;PC002
1753;477;09/12/2024;11:39:56;11;Toothpaste;1;12.00;Personal Care;PC003
1753;477;09/12/2024;11:39:56;11;Toothbrush;2;10.00;Personal Care;PC004
1753;477;09/12/2024;11:39:56;11;Body Lotion;3;40.00;Personal Care;PC006
1754;15;14/07/2024;18:48:21;18;Rice;2;40.00;Grains & Staples;GS001
1754;15;14/07/2024;18:48:21;18;Cooking Oil;3;35.00;Grains & Staples;GS002
1754;15;14/07/2024;18:48:21;18;Spices;2;15.00;Grains & Staples;GS005
1754;15;14/07/2024;18:48:21;18;Onion;1;7.00;Fruits & Vegetables;FV006
1754;15;14/07/2024;18:48:21;18;Potato;2;6.00;Fruits & Vegetables;FV005
1754;15;14/07/2024;18:48:21;18;Tomato;2;8.00;Fruits & Vegetables;FV004
1754;15;14/07/2024;18:48:21;18;Face Wash;2;25.00;Personal Care;PC005
1755;269;08/05/2024;17:49:44;17;Bread;1;15.00;Bakery;BK001
1755;269;08/05/2024;17:49:44;17;Milk;3;20.00;Dairy & Eggs;DE001
1755;269;08/05/2024;17:49:44;17;Butter;3;25.00;Dairy & Eggs;DE002
1755;269;08/05/2024;17:49:44;17;Cheese;2;30.00;Dairy & Eggs;DE003
1756;192;28/07/2024;11:21:37;11;Rice;2;40.00;Grains & Staples;GS001
1756;192;28/07/2024;11:21:37;11;Cooking Oil;2;35.00;Grains & Staples;GS002
1756;192;28/07/2024;11:21:37;11;Spices;1;15.00;Grains & Staples;GS005
1756;192;28/07/2024;11:21:37;11;Onion;3;7.00;Fruits & Vegetables;FV006
1756;192;28/07/2024;11:21:37;11;Potato;2;6.00;Fruits & Vegetables;FV005
1756;192;28/07/2024;11:21:37;11;Tomato;2;8.00;Fruits & Vegetables;FV004
1757;214;09/09/2024;09:48:03;9;Detergent;1;30.00;Household;HH001
1757;214;09/09/2024;09:48:03;9;Floor Cleaner;3;20.00;Household;HH002
1757;214;09/09/2024;09:48:03;9;Dishwashing Liquid;1;18.00;Household;HH003
1757;214;09/09/2024;09:48:03;9;Tissue;2;8.00;Household;HH004
1757;214;09/09/2024;09:48:03;9;Cookies;3;12.00;Bakery;BK003
1758;262;24/11/2024;15:12:18;15;Bread;1;15.00;Bakery;BK001
1758;262;24/11/2024;15:12:18;15;Milk;2;20.00;Dairy & Eggs;DE001
1758;262;24/11/2024;15:12:18;15;Butter;3;25.00;Dairy & Eggs;DE002
1758;262;24/11/2024;15:12:18;15;Cheese;3;30.00;Dairy & Eggs;DE003
1758;262;24/11/2024;15:12:18;15;Yogurt;2;15.00;Dairy & Eggs;DE005
1759;103;07/06/2024;10:04:27;10;Chips;2;10.00;Snacks;SN001
1759;103;07/06/2024;10:04:27;10;Soda;3;8.00;Beverages;BV003
1759;103;07/06/2024;10:04:27;10;Chocolate;1;15.00;Snacks;SN002
1760;246;14/07/2024;14:19:48;14;Chips;1;10.00;Snacks;SN001
1760;246;14/07/2024;14:19:48;14;Soda;3;8.00;Beverages;BV003
1760;246;14/07/2024;14:19:48;14;Popcorn;1;12.00;Snacks;SN003
1760;246;14/07/2024;14:19:48;14;Eggs;2;18.00;Dairy & Eggs;DE004
1761;236;05/12/2024;13:08:33;13;Bread;2;15.00;Bakery;BK001
1761;236;05/12/2024;13:08:33;13;Milk;2;20.00;Dairy & Eggs;DE001
1761;236;05/12/2024;13:08:33;13;Butter;1;25.00;Dairy & Eggs;DE002
1761;236;05/12/2024;13:08:33;13;Cheese;1;30.00;Dairy & Eggs;DE003
1761;236;05/12/2024;13:08:33;13;Cookies;1;12.00;Bakery;BK003
1762;291;07/02/2024;15:09:57;15;Chips;3;10.00;Snacks;SN001
1762;291;07/02/2024;15:09:57;15;Soda;1;8.00;Beverages;BV003
1762;291;07/02/2024;15:09:57;15;Popcorn;3;12.00;Snacks;SN003
1762;291;07/02/2024;15:09:57;15;Chocolate;2;15.00;Snacks;SN002
1762;291;07/02/2024;15:09:57;15;Biscuits;2;8.00;Snacks;SN004
1763;329;25/06/2024;11:38:55;11;Detergent;1;30.00;Household;HH001
1763;329;25/06/2024;11:38:55;11;Floor Cleaner;3;20.00;Household;HH002
1763;329;25/06/2024;11:38:55;11;Dishwashing Liquid;3;18.00;Household;HH003
1763;329;25/06/2024;11:38:55;11;Tissue;3;8.00;Household;HH004
1764;166;24/12/2024;19:11:49;19;Detergent;3;30.00;Household;HH001
1764;166;24/12/2024;19:11:49;19;Floor Cleaner;3;20.00;Household;HH002
1764;166;24/12/2024;19:11:49;19;Dishwashing Liquid;2;18.00;Household;HH003
1764;166;24/12/2024;19:11:49;19;Tissue;1;8.00;Household;HH004
1765;498;31/05/2024;17:16:37;17;Coffee;2;25.00;Beverages;BV002
1765;498;31/05/2024;17:16:37;17;Sugar;2;12.00;Grains & Staples;GS004
1765;498;31/05/2024;17:16:37;17;Cookies;3;12.00;Bakery;BK003
1765;498;31/05/2024;17:16:37;17;Baby Wipes;3;15.00;Baby Care;BC002
1766;221;20/04/2024;16:46:14;16;Rice;3;40.00;Grains & Staples;GS001
1766;221;20/04/2024;16:46:14;16;Cooking Oil;2;35.00;Grains & Staples;GS002
1766;221;20/04/2024;16:46:14;16;Spices;2;15.00;Grains & Staples;GS005
1766;221;20/04/2024;16:46:14;16;Onion;1;7.00;Fruits & Vegetables;FV006
1767;209;12/07/2024;16:00:04;16;Bread;1;15.00;Bakery;BK001
1767;209;12/07/2024;16:00:04;16;Milk;2;20.00;Dairy & Eggs;DE001
1767;209;12/07/2024;16:00:04;16;Cheese;2;30.00;Dairy & Eggs;DE003
1767;209;12/07/2024;16:00:04;16;Eggs;2;18.00;Dairy & Eggs;DE004
1768;422;07/09/2024;20:05:45;20;Soap;2;15.00;Personal Care;PC001
1768;422;07/09/2024;20:05:45;20;Shampoo;1;35.00;Personal Care;PC002
1768;422;07/09/2024;20:05:45;20;Toothpaste;1;12.00;Personal Care;PC003
1768;422;07/09/2024;20:05:45;20;Toothbrush;3;10.00;Personal Care;PC004
1768;422;07/09/2024;20:05:45;20;Face Wash;3;25.00;Personal Care;PC005
1769;98;17/10/2024;18:18:38;18;Coffee;3;25.00;Beverages;BV002
1769;98;17/10/2024;18:18:38;18;Sugar;2;12.00;Grains & Staples;GS004
1769;98;17/10/2024;18:18:38;18;Cookies;3;12.00;Bakery;BK003
1769;98;17/10/2024;18:18:38;18;Biscuits;2;8.00;Snacks;SN004
1769;98;17/10/2024;18:18:38;18;Eggs;1;18.00;Dairy & Eggs;DE004
1770;357;03/03/2024;15:08:29;15;Bread;3;15.00;Bakery;BK001
1770;357;03/03/2024;15:08:29;15;Milk;2;20.00;Dairy & Eggs;DE001
1770;357;03/03/2024;15:08:29;15;Butter;3;25.00;Dairy & Eggs;DE002
1770;357;03/03/2024;15:08:29;15;Cheese;1;30.00;Dairy & Eggs;DE003
1770;357;03/03/2024;15:08:29;15;Eggs;2;18.00;Dairy & Eggs;DE004
1770;357;03/03/2024;15:08:29;15;Shampoo;2;35.00;Personal Care;PC002
1771;226;26/01/2024;22:55:28;22;Bread;2;15.00;Bakery;BK001
1771;226;26/01/2024;22:55:28;22;Milk;1;20.00;Dairy & Eggs;DE001
1771;226;26/01/2024;22:55:28;22;Butter;2;25.00;Dairy & Eggs;DE002
1771;226;26/01/2024;22:55:28;22;Cheese;3;30.00;Dairy & Eggs;DE003
1771;226;26/01/2024;22:55:28;22;Eggs;1;18.00;Dairy & Eggs;DE004
1772;49;26/05/2024;15:26:07;15;Bread;3;15.00;Bakery;BK001
1772;49;26/05/2024;15:26:07;15;Milk;3;20.00;Dairy & Eggs;DE001
1772;49;26/05/2024;15:26:07;15;Butter;1;25.00;Dairy & Eggs;DE002
1772;49;26/05/2024;15:26:07;15;Cheese;3;30.00;Dairy & Eggs;DE003
1772;49;26/05/2024;15:26:07;15;Yogurt;3;15.00;Dairy & Eggs;DE005
1772;49;26/05/2024;15:26:07;15;Croissant;1;18.00;Bakery;BK002
1773;61;04/04/2024;11:32:07;11;Chips;2;10.00;Snacks;SN001
1773;61;04/04/2024;11:32:07;11;Soda;3;8.00;Beverages;BV003
1774;84;28/12/2024;12:37:56;12;Soap;3;15.00;Personal Care;PC001
1774;84;28/12/2024;12:37:56;12;Shampoo;1;35.00;Personal Care;PC002
1774;84;28/12/2024;12:37:56;12;Toothpaste;3;12.00;Personal Care;PC003
1774;84;28/12/2024;12:37:56;12;Face Wash;1;25.00;Personal Care;PC005
1774;84;28/12/2024;12:37:56;12;Body Lotion;3;40.00;Personal Care;PC006
1774;84;28/12/2024;12:37:56;12;Detergent;1;30.00;Household;HH001
1775;215;03/11/2024;17:30:53;17;Coffee;2;25.00;Beverages;BV002
1775;215;03/11/2024;17:30:53;17;Sugar;2;12.00;Grains & Staples;GS004
1775;215;03/11/2024;17:30:53;17;Cookies;1;12.00;Bakery;BK003
1775;215;03/11/2024;17:30:53;17;Biscuits;1;8.00;Snacks;SN004
1776;387;28/01/2024;17:38:43;17;Tea;1;10.00;Beverages;BV001
1776;387;28/01/2024;17:38:43;17;Sugar;1;12.00;Grains & Staples;GS004
1776;387;28/01/2024;17:38:43;17;Cookies;2;12.00;Bakery;BK003
1776;387;28/01/2024;17:38:43;17;Biscuits;2;8.00;Snacks;SN004
1776;387;28/01/2024;17:38:43;17;Cake;2;45.00;Bakery;BK005
1777;152;01/02/2024;20:17:30;20;Chips;3;10.00;Snacks;SN001
1777;152;01/02/2024;20:17:30;20;Soda;1;8.00;Beverages;BV003
1777;152;01/02/2024;20:17:30;20;Popcorn;3;12.00;Snacks;SN003
1777;152;01/02/2024;20:17:30;20;Chocolate;1;15.00;Snacks;SN002
1778;308;13/04/2024;15:21:02;15;Bread;2;15.00;Bakery;BK001
1778;308;13/04/2024;15:21:02;15;Milk;1;20.00;Dairy & Eggs;DE001
1778;308;13/04/2024;15:21:02;15;Butter;2;25.00;Dairy & Eggs;DE002
1778;308;13/04/2024;15:21:02;15;Cheese;3;30.00;Dairy & Eggs;DE003
1778;308;13/04/2024;15:21:02;15;Salt;2;4.00;Grains & Staples;GS003
1779;305;16/06/2024;08:47:04;8;Chips;1;10.00;Snacks;SN001
1779;305;16/06/2024;08:47:04;8;Soda;2;8.00;Beverages;BV003
1779;305;16/06/2024;08:47:04;8;Popcorn;2;12.00;Snacks;SN003
1779;305;16/06/2024;08:47:04;8;Chocolate;1;15.00;Snacks;SN002
1779;305;16/06/2024;08:47:04;8;Biscuits;2;8.00;Snacks;SN004
1780;297;24/01/2024;21:31:33;21;Diapers;1;80.00;Baby Care;BC001
1780;297;24/01/2024;21:31:33;21;Baby Wipes;1;15.00;Baby Care;BC002
1780;297;24/01/2024;21:31:33;21;Body Lotion;1;40.00;Personal Care;PC006
1781;473;07/01/2024;17:51:33;17;Rice;3;40.00;Grains & Staples;GS001
1781;473;07/01/2024;17:51:33;17;Cooking Oil;2;35.00;Grains & Staples;GS002
1781;473;07/01/2024;17:51:33;17;Spices;2;15.00;Grains & Staples;GS005
1781;473;07/01/2024;17:51:33;17;Onion;1;7.00;Fruits & Vegetables;FV006
1781;473;07/01/2024;17:51:33;17;Shampoo;2;35.00;Personal Care;PC002
1782;243;25/08/2024;22:42:52;22;Coffee;1;25.00;Beverages;BV002
1782;243;25/08/2024;22:42:52;22;Sugar;3;12.00;Grains & Staples;GS004
1782;243;25/08/2024;22:42:52;22;Cookies;2;12.00;Bakery;BK003
1782;243;25/08/2024;22:42:52;22;Biscuits;2;8.00;Snacks;SN004
1782;243;25/08/2024;22:42:52;22;Pastry;3;15.00;Bakery;BK004
1783;17;10/11/2024;16:51:40;16;Chips;3;10.00;Snacks;SN001
1783;17;10/11/2024;16:51:40;16;Soda;3;8.00;Beverages;BV003
1783;17;10/11/2024;16:51:40;16;Popcorn;2;12.00;Snacks;SN003
1783;17;10/11/2024;16:51:40;16;Chocolate;1;15.00;Snacks;SN002
1783;17;10/11/2024;16:51:40;16;Biscuits;3;8.00;Snacks;SN004
1783;17;10/11/2024;16:51:40;16;Pen;1;8.00;Stationery;ST002
1784;196;28/02/2024;20:55:02;20;Bread;2;15.00;Bakery;BK001
1784;196;28/02/2024;20:55:02;20;Milk;1;20.00;Dairy & Eggs;DE001
1784;196;28/02/2024;20:55:02;20;Butter;1;25.00;Dairy & Eggs;DE002
1784;196;28/02/2024;20:55:02;20;Cheese;1;30.00;Dairy & Eggs;DE003
1784;196;28/02/2024;20:55:02;20;Eggs;2;18.00;Dairy & Eggs;DE004
1784;196;28/02/2024;20:55:02;20;Soap;1;15.00;Personal Care;PC001
1785;274;26/05/2024;14:23:31;14;Bread;3;15.00;Bakery;BK001
1785;274;26/05/2024;14:23:31;14;Milk;2;20.00;Dairy & Eggs;DE001
1785;274;26/05/2024;14:23:31;14;Butter;1;25.00;Dairy & Eggs;DE002
1785;274;26/05/2024;14:23:31;14;Cheese;2;30.00;Dairy & Eggs;DE003
1785;274;26/05/2024;14:23:31;14;Eggs;3;18.00;Dairy & Eggs;DE004
1785;274;26/05/2024;14:23:31;14;Yogurt;3;15.00;Dairy & Eggs;DE005
1786;320;22/07/2024;22:00:51;22;Soap;1;15.00;Personal Care;PC001
1786;320;22/07/2024;22:00:51;22;Shampoo;1;35.00;Personal Care;PC002
1786;320;22/07/2024;22:00:51;22;Toothpaste;2;12.00;Personal Care;PC003
1787;426;04/01/2024;22:26:18;22;Chips;2;10.00;Snacks;SN001
1787;426;04/01/2024;22:26:18;22;Soda;2;8.00;Beverages;BV003
1787;426;04/01/2024;22:26:18;22;Popcorn;2;12.00;Snacks;SN003
1788;267;21/08/2024;08:10:36;8;Bread;3;15.00;Bakery;BK001
1788;267;21/08/2024;08:10:36;8;Milk;3;20.00;Dairy & Eggs;DE001
1788;267;21/08/2024;08:10:36;8;Butter;1;25.00;Dairy & Eggs;DE002
1788;267;21/08/2024;08:10:36;8;Eggs;3;18.00;Dairy & Eggs;DE004
1788;267;21/08/2024;08:10:36;8;Yogurt;1;15.00;Dairy & Eggs;DE005
1789;69;31/07/2024;18:50:56;18;Chips;1;10.00;Snacks;SN001
1789;69;31/07/2024;18:50:56;18;Soda;2;8.00;Beverages;BV003
1789;69;31/07/2024;18:50:56;18;Popcorn;1;12.00;Snacks;SN003
1789;69;31/07/2024;18:50:56;18;Chocolate;2;15.00;Snacks;SN002
1790;305;23/09/2024;10:21:26;10;Soap;2;15.00;Personal Care;PC001
1790;305;23/09/2024;10:21:26;10;Shampoo;3;35.00;Personal Care;PC002
1790;305;23/09/2024;10:21:26;10;Toothpaste;2;12.00;Personal Care;PC003
1790;305;23/09/2024;10:21:26;10;Toothbrush;1;10.00;Personal Care;PC004
1790;305;23/09/2024;10:21:26;10;Dishwashing Liquid;1;18.00;Household;HH003
1791;262;29/01/2024;22:38:06;22;Chips;1;10.00;Snacks;SN001
1791;262;29/01/2024;22:38:06;22;Soda;2;8.00;Beverages;BV003
1791;262;29/01/2024;22:38:06;22;Popcorn;3;12.00;Snacks;SN003
1791;262;29/01/2024;22:38:06;22;Chocolate;1;15.00;Snacks;SN002
1791;262;29/01/2024;22:38:06;22;Biscuits;3;8.00;Snacks;SN004
1792;226;30/10/2024;21:30:24;21;Detergent;2;30.00;Household;HH001
1792;226;30/10/2024;21:30:24;21;Floor Cleaner;3;20.00;Household;HH002
1792;226;30/10/2024;21:30:24;21;Dishwashing Liquid;1;18.00;Household;HH003
1792;226;30/10/2024;21:30:24;21;Tissue;1;8.00;Household;HH004
1792;226;30/10/2024;21:30:24;21;Toilet Paper;3;12.00;Household;HH005
1792;226;30/10/2024;21:30:24;21;Baby Food;1;30.00;Baby Care;BC003
1793;235;05/06/2024;16:11:58;16;Soap;3;15.00;Personal Care;PC001
1793;235;05/06/2024;16:11:58;16;Shampoo;3;35.00;Personal Care;PC002
1793;235;05/06/2024;16:11:58;16;Toothpaste;3;12.00;Personal Care;PC003
1793;235;05/06/2024;16:11:58;16;Toothbrush;3;10.00;Personal Care;PC004
1793;235;05/06/2024;16:11:58;16;Body Lotion;1;40.00;Personal Care;PC006
1794;100;08/11/2024;09:38:37;9;Bread;3;15.00;Bakery;BK001
1794;100;08/11/2024;09:38:37;9;Milk;2;20.00;Dairy & Eggs;DE001
1794;100;08/11/2024;09:38:37;9;Butter;1;25.00;Dairy & Eggs;DE002
1794;100;08/11/2024;09:38:37;9;Cheese;2;30.00;Dairy & Eggs;DE003
1795;39;31/08/2024;16:07:08;16;Chips;3;10.00;Snacks;SN001
1795;39;31/08/2024;16:07:08;16;Soda;1;8.00;Beverages;BV003
1795;39;31/08/2024;16:07:08;16;Popcorn;2;12.00;Snacks;SN003
1795;39;31/08/2024;16:07:08;16;Diapers;3;80.00;Baby Care;BC001
1796;59;16/12/2024;14:41:43;14;Soap;1;15.00;Personal Care;PC001
1796;59;16/12/2024;14:41:43;14;Shampoo;3;35.00;Personal Care;PC002
1796;59;16/12/2024;14:41:43;14;Toothpaste;2;12.00;Personal Care;PC003
1796;59;16/12/2024;14:41:43;14;Toothbrush;1;10.00;Personal Care;PC004
1796;59;16/12/2024;14:41:43;14;Face Wash;1;25.00;Personal Care;PC005
1796;59;16/12/2024;14:41:43;14;Body Lotion;3;40.00;Personal Care;PC006
1797;294;20/07/2024;19:36:00;19;Tea;1;10.00;Beverages;BV001
1797;294;20/07/2024;19:36:00;19;Sugar;3;12.00;Grains & Staples;GS004
1797;294;20/07/2024;19:36:00;19;Cookies;2;12.00;Bakery;BK003
1797;294;20/07/2024;19:36:00;19;Notebook;3;12.00;Stationery;ST001
1798;352;12/11/2024;10:13:31;10;Rice;3;40.00;Grains & Staples;GS001
1798;352;12/11/2024;10:13:31;10;Cooking Oil;3;35.00;Grains & Staples;GS002
1798;352;12/11/2024;10:13:31;10;Spices;1;15.00;Grains & Staples;GS005
1798;352;12/11/2024;10:13:31;10;Onion;2;7.00;Fruits & Vegetables;FV006
1798;352;12/11/2024;10:13:31;10;Tomato;2;8.00;Fruits & Vegetables;FV004
1798;352;12/11/2024;10:13:31;10;Spinach;3;5.00;Fruits & Vegetables;FV007
1799;228;18/10/2024;19:23:25;19;Diapers;1;80.00;Baby Care;BC001
1799;228;18/10/2024;19:23:25;19;Baby Wipes;1;15.00;Baby Care;BC002
1800;138;17/04/2024;11:54:51;11;Soap;1;15.00;Personal Care;PC001
1800;138;17/04/2024;11:54:51;11;Shampoo;1;35.00;Personal Care;PC002
1800;138;17/04/2024;11:54:51;11;Toothpaste;2;12.00;Personal Care;PC003
1800;138;17/04/2024;11:54:51;11;Toothbrush;1;10.00;Personal Care;PC004
1800;138;17/04/2024;11:54:51;11;Face Wash;1;25.00;Personal Care;PC005
1800;138;17/04/2024;11:54:51;11;Body Lotion;3;40.00;Personal Care;PC006
1801;449;27/09/2024;16:54:42;16;Rice;3;40.00;Grains & Staples;GS001
1801;449;27/09/2024;16:54:42;16;Cooking Oil;1;35.00;Grains & Staples;GS002
1801;449;27/09/2024;16:54:42;16;Spices;1;15.00;Grains & Staples;GS005
1801;449;27/09/2024;16:54:42;16;Onion;3;7.00;Fruits & Vegetables;FV006
1801;449;27/09/2024;16:54:42;16;Potato;1;6.00;Fruits & Vegetables;FV005
1801;449;27/09/2024;16:54:42;16;Tomato;3;8.00;Fruits & Vegetables;FV004
1801;449;27/09/2024;16:54:42;16;Spinach;3;5.00;Fruits & Vegetables;FV007
1801;449;27/09/2024;16:54:42;16;Tea;1;10.00;Beverages;BV001
1802;276;12/07/2024;15:13:04;15;Bread;3;15.00;Bakery;BK001
1802;276;12/07/2024;15:13:04;15;Milk;3;20.00;Dairy & Eggs;DE001
1802;276;12/07/2024;15:13:04;15;Butter;2;25.00;Dairy & Eggs;DE002
1802;276;12/07/2024;15:13:04;15;Cheese;2;30.00;Dairy & Eggs;DE003
1802;276;12/07/2024;15:13:04;15;Yogurt;3;15.00;Dairy & Eggs;DE005
1802;276;12/07/2024;15:13:04;15;Coffee;1;25.00;Beverages;BV002
1803;468;22/06/2024;21:34:03;21;Bread;2;15.00;Bakery;BK001
1803;468;22/06/2024;21:34:03;21;Milk;1;20.00;Dairy & Eggs;DE001
1803;468;22/06/2024;21:34:03;21;Butter;3;25.00;Dairy & Eggs;DE002
1803;468;22/06/2024;21:34:03;21;Cheese;2;30.00;Dairy & Eggs;DE003
1803;468;22/06/2024;21:34:03;21;Eggs;3;18.00;Dairy & Eggs;DE004
1803;468;22/06/2024;21:34:03;21;Yogurt;3;15.00;Dairy & Eggs;DE005
1804;202;08/12/2024;14:58:07;14;Chips;3;10.00;Snacks;SN001
1804;202;08/12/2024;14:58:07;14;Soda;2;8.00;Beverages;BV003
1804;202;08/12/2024;14:58:07;14;Popcorn;2;12.00;Snacks;SN003
1805;175;25/06/2024;13:22:52;13;Chips;2;10.00;Snacks;SN001
1805;175;25/06/2024;13:22:52;13;Soda;1;8.00;Beverages;BV003
1805;175;25/06/2024;13:22:52;13;Popcorn;1;12.00;Snacks;SN003
1805;175;25/06/2024;13:22:52;13;Notebook;1;12.00;Stationery;ST001
1806;298;03/01/2024;11:57:10;11;Rice;3;40.00;Grains & Staples;GS001
1806;298;03/01/2024;11:57:10;11;Cooking Oil;3;35.00;Grains & Staples;GS002
1806;298;03/01/2024;11:57:10;11;Onion;2;7.00;Fruits & Vegetables;FV006
1806;298;03/01/2024;11:57:10;11;Potato;2;6.00;Fruits & Vegetables;FV005
1806;298;03/01/2024;11:57:10;11;Tomato;1;8.00;Fruits & Vegetables;FV004
1807;4;03/05/2024;20:45:47;20;Chips;2;10.00;Snacks;SN001
1807;4;03/05/2024;20:45:47;20;Soda;1;8.00;Beverages;BV003
1807;4;03/05/2024;20:45:47;20;Popcorn;3;12.00;Snacks;SN003
1807;4;03/05/2024;20:45:47;20;Chocolate;1;15.00;Snacks;SN002
1807;4;03/05/2024;20:45:47;20;Biscuits;2;8.00;Snacks;SN004
1808;452;06/02/2024;16:23:31;16;Chips;3;10.00;Snacks;SN001
1808;452;06/02/2024;16:23:31;16;Soda;1;8.00;Beverages;BV003
1808;452;06/02/2024;16:23:31;16;Popcorn;1;12.00;Snacks;SN003
1808;452;06/02/2024;16:23:31;16;Detergent;3;30.00;Household;HH001
1809;276;07/09/2024;21:43:26;21;Detergent;3;30.00;Household;HH001
1809;276;07/09/2024;21:43:26;21;Floor Cleaner;3;20.00;Household;HH002
1809;276;07/09/2024;21:43:26;21;Dishwashing Liquid;3;18.00;Household;HH003
1810;269;05/04/2024;15:50:59;15;Chips;3;10.00;Snacks;SN001
1810;269;05/04/2024;15:50:59;15;Soda;1;8.00;Beverages;BV003
1810;269;05/04/2024;15:50:59;15;Popcorn;1;12.00;Snacks;SN003
1810;269;05/04/2024;15:50:59;15;Chocolate;3;15.00;Snacks;SN002
1810;269;05/04/2024;15:50:59;15;Biscuits;1;8.00;Snacks;SN004
1811;408;31/05/2024;10:01:05;10;Rice;2;40.00;Grains & Staples;GS001
1811;408;31/05/2024;10:01:05;10;Cooking Oil;3;35.00;Grains & Staples;GS002
1811;408;31/05/2024;10:01:05;10;Spices;2;15.00;Grains & Staples;GS005
1811;408;31/05/2024;10:01:05;10;Onion;2;7.00;Fruits & Vegetables;FV006
1811;408;31/05/2024;10:01:05;10;Potato;2;6.00;Fruits & Vegetables;FV005
1811;408;31/05/2024;10:01:05;10;Tomato;1;8.00;Fruits & Vegetables;FV004
1811;408;31/05/2024;10:01:05;10;Eggs;3;18.00;Dairy & Eggs;DE004
1812;335;03/01/2024;21:29:27;21;Detergent;2;30.00;Household;HH001
1812;335;03/01/2024;21:29:27;21;Floor Cleaner;3;20.00;Household;HH002
1812;335;03/01/2024;21:29:27;21;Dishwashing Liquid;3;18.00;Household;HH003
1812;335;03/01/2024;21:29:27;21;Pencil;3;4.00;Stationery;ST003
1813;243;29/04/2024;10:49:44;10;Rice;3;40.00;Grains & Staples;GS001
1813;243;29/04/2024;10:49:44;10;Cooking Oil;3;35.00;Grains & Staples;GS002
1813;243;29/04/2024;10:49:44;10;Spices;2;15.00;Grains & Staples;GS005
1813;243;29/04/2024;10:49:44;10;Potato;1;6.00;Fruits & Vegetables;FV005
1814;323;29/01/2024;12:38:56;12;Detergent;1;30.00;Household;HH001
1814;323;29/01/2024;12:38:56;12;Floor Cleaner;2;20.00;Household;HH002
1814;323;29/01/2024;12:38:56;12;Tissue;2;8.00;Household;HH004
1814;323;29/01/2024;12:38:56;12;Toilet Paper;2;12.00;Household;HH005
1815;128;01/10/2024;10:20:09;10;Soap;2;15.00;Personal Care;PC001
1815;128;01/10/2024;10:20:09;10;Shampoo;2;35.00;Personal Care;PC002
1815;128;01/10/2024;10:20:09;10;Toothpaste;3;12.00;Personal Care;PC003
